VEHIDCODE,ACTUAL_LENGTH,AIR_COEFFICIENT,AIR_DRAG_COEFFICIENT,BITMASK_VEHICLE_INFO,CARGODEF,CARGO_AGE_PERIOD,DUAL_HEADED,ENGINE_CLASS,HEAD_CAPACITY,INTRODUCTION_YEAR,ITEM,LENGTH,LOADINGSPEED,MICS_FLAGS,MISC_FLAGS,MODEL_LIFE,NAME,PASSENGER,POWER,POWER_PER_WAGON,REFIT_COST,RELIABILITY_DECAY,RETIRE_EARLY,RUNNING_COST_BASE,SPEED,SPRITE_ID,TE_COEFFICIENT,TRACK_TYPE,VEHICLE_LIFE,VEHICLE_REGION,VISUAL_FLAG,WAGON_CAPACITY,WAGON_LENGTH,WEIGHT
diesel_Italy_FS_D341,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1957,item_diesel_Italy_FS_D341,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Italy_FS_D341),1,1380,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,110,DEFAULT_SPRITE_ID,0.26,CURRENT_TRACK_TYPE,40,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,67
diesel_Italy_FS_D345,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1971,item_diesel_Italy_FS_D345,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Italy_FS_D345),1,1010,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,130,DEFAULT_SPRITE_ID,0.3,CURRENT_TRACK_TYPE,40,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,62
diesel_Japan_JNR_DF50,7,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1957,item_diesel_Japan_JNR_DF50,7,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Japan_JNR_DF50),1,1060,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,90,DEFAULT_SPRITE_ID,0.29,CURRENT_TRACK_TYPE,40,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,85
diesel_Liberia_Liberia_Railways_Class_08,5,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1953,item_diesel_Liberia_Liberia_Railways_Class_08,5,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Liberia_Liberia_Railways_Class_08),1,350,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,35,DEFAULT_SPRITE_ID,0.32,CURRENT_TRACK_TYPE,40,"REGION(AFRICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,50
diesel_Mexico_CHP_500_FM_H_16_44,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1950,item_diesel_Mexico_CHP_500_FM_H_16_44,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Mexico_CHP_500_FM_H_16_44),1,1600,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,105,DEFAULT_SPRITE_ID,0.17,CURRENT_TRACK_TYPE,40,"REGION(NORTHAMERICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,113
diesel_Morocco_ONCF_DF_100,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1989,item_diesel_Morocco_ONCF_DF_100,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Morocco_ONCF_DF_100),1,3400,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,135,DEFAULT_SPRITE_ID,0.33,CURRENT_TRACK_TYPE,40,"REGION(AFRICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,108
diesel_Netherlands_NS_200,4,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1934,item_diesel_Netherlands_NS_200,4,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Netherlands_NS_200),1,72,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,60,DEFAULT_SPRITE_ID,0.19,CURRENT_TRACK_TYPE,40,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,21
diesel_Netherlands_NS_600,5,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1950,item_diesel_Netherlands_NS_600,5,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Netherlands_NS_600),1,400,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,30,DEFAULT_SPRITE_ID,0.3,CURRENT_TRACK_TYPE,40,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,47
diesel_Netherlands_NS_6400,6,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1988,item_diesel_Netherlands_NS_6400,6,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Netherlands_NS_6400),1,1581,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,120,DEFAULT_SPRITE_ID,0.38,CURRENT_TRACK_TYPE,40,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,80
diesel_Norway_CargoNet_312,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,2006,item_diesel_Norway_CargoNet_312,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Norway_CargoNet_312),0,4262,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,120,DEFAULT_SPRITE_ID,0.33,CURRENT_TRACK_TYPE,40,"REGION(NORTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,123
diesel_Norway_NSB_Di4,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1980,item_diesel_Norway_NSB_Di4,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Norway_NSB_Di4),1,3290,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,140,DEFAULT_SPRITE_ID,0.32,CURRENT_TRACK_TYPE,40,"REGION(NORTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,114
diesel_Panama_Panama_Canal_Railway_EMD_F40PH,7,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1977,item_diesel_Panama_Panama_Canal_Railway_EMD_F40PH,7,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Panama_Panama_Canal_Railway_EMD_F40PH),1,3000,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,165,DEFAULT_SPRITE_ID,0.1,CURRENT_TRACK_TYPE,40,"REGION(NORTHAMERICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,115
diesel_Peru_Ferrocarril_Central_Andino_Alco_RSD_39,6,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1965,item_diesel_Peru_Ferrocarril_Central_Andino_Alco_RSD_39,6,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Peru_Ferrocarril_Central_Andino_Alco_RSD_39),1,1350,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,120,DEFAULT_SPRITE_ID,0.17,CURRENT_TRACK_TYPE,40,"REGION(SOUTHAMERICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,111
diesel_Peru_Ferrocarril_Central_Andino_GE_C39_8,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1984,item_diesel_Peru_Ferrocarril_Central_Andino_GE_C39_8,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Peru_Ferrocarril_Central_Andino_GE_C39_8),1,3900,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,110,DEFAULT_SPRITE_ID,0.29,CURRENT_TRACK_TYPE,40,"REGION(SOUTHAMERICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,166
diesel_Poland_PKP_SP32,6,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1985,item_diesel_Poland_PKP_SP32,6,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Poland_PKP_SP32),1,1340,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,100,DEFAULT_SPRITE_ID,0.25,CURRENT_TRACK_TYPE,40,"REGION(EASTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,74
diesel_Portugal_CP_1500,6,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1948,item_diesel_Portugal_CP_1500,6,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Portugal_CP_1500),1,1700,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,120,DEFAULT_SPRITE_ID,0.15,CURRENT_TRACK_TYPE,40,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,111
diesel_Portugal_CP_1900,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1981,item_diesel_Portugal_CP_1900,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Portugal_CP_1900),1,2260,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,100,DEFAULT_SPRITE_ID,0.34,CURRENT_TRACK_TYPE,40,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,115
diesel_Romania_CFR_060_DA,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1959,item_diesel_Romania_CFR_060_DA,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Romania_CFR_060_DA),0,2070,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,100,DEFAULT_SPRITE_ID,0.27,CURRENT_TRACK_TYPE,40,"REGION(EASTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,116
diesel_Russia_RZD_ChME3,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1964,item_diesel_Russia_RZD_ChME3,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Russia_RZD_ChME3),1,1250,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,95,DEFAULT_SPRITE_ID,0.29,CURRENT_TRACK_TYPE,40,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,123
diesel_Russia_RZD_Db,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1945,item_diesel_Russia_RZD_Db,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Russia_RZD_Db),1,1000,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,97,DEFAULT_SPRITE_ID,0.15,CURRENT_TRACK_TYPE,40,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,117
diesel_Russia_RZD_Emch_3,7,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1926,item_diesel_Russia_RZD_Emch_3,7,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Russia_RZD_Emch_3),1,1200,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,55,DEFAULT_SPRITE_ID,0.12,CURRENT_TRACK_TYPE,40,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,125
diesel_Russia_RZD_GT1,16,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,2011,item_diesel_Russia_RZD_GT1,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),VEHICLE_NEVER_EXPIRES,string(str_diesel_Russia_RZD_GT1),1,11130,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,100,DEFAULT_SPRITE_ID,0.23,CURRENT_TRACK_TYPE,40,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",,,300
diesel_Russia_RZD_M62,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1965,item_diesel_Russia_RZD_M62,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Russia_RZD_M62),1,1970,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,100,DEFAULT_SPRITE_ID,0.3,CURRENT_TRACK_TYPE,40,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,116
diesel_Russia_RZD_TEP60,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1960,item_diesel_Russia_RZD_TEP60,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Russia_RZD_TEP60),1,2960,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,160,DEFAULT_SPRITE_ID,0.15,CURRENT_TRACK_TYPE,40,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,130
diesel_Russia_RZD_TEP80,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1988,item_diesel_Russia_RZD_TEP80,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),VEHICLE_NEVER_EXPIRES,string(str_diesel_Russia_RZD_TEP80),1,6000,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,160,DEFAULT_SPRITE_ID,0.13,CURRENT_TRACK_TYPE,40,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,180
diesel_Saudi_Arabia_Saudi_Railways_4000_EMD_SD70ACS,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1992,item_diesel_Saudi_Arabia_Saudi_Railways_4000_EMD_SD70ACS,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Saudi_Arabia_Saudi_Railways_4000_EMD_SD70ACS),1,4500,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,110,DEFAULT_SPRITE_ID,0.5,CURRENT_TRACK_TYPE,40,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,170
diesel_Serbia_ZS_621,4,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1992,item_diesel_Serbia_ZS_621,4,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Serbia_ZS_621),0,530,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,80,DEFAULT_SPRITE_ID,0.3,CURRENT_TRACK_TYPE,40,"REGION(EASTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,36
diesel_South_Africa_SAR_Afro_4000,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,2014,item_diesel_South_Africa_SAR_Afro_4000,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),VEHICLE_NEVER_EXPIRES,string(str_diesel_South_Africa_SAR_Afro_4000),1,4262,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,130,DEFAULT_SPRITE_ID,0.26,CURRENT_TRACK_TYPE,40,"REGION(AFRICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,123
diesel_South_Africa_SAR_DS,5,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1939,item_diesel_South_Africa_SAR_DS,5,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_South_Africa_SAR_DS),1,410,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,60,DEFAULT_SPRITE_ID,0.23,CURRENT_TRACK_TYPE,40,"REGION(AFRICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,68
diesel_South_Korea_Korail_6000_EMD_SD18,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1960,item_diesel_South_Korea_Korail_6000_EMD_SD18,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_South_Korea_Korail_6000_EMD_SD18),1,1800,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,104,DEFAULT_SPRITE_ID,0.09,CURRENT_TRACK_TYPE,40,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,163
diesel_Spain_RENFE_308,5,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1966,item_diesel_Spain_RENFE_308,5,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Spain_RENFE_308),1,710,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,120,DEFAULT_SPRITE_ID,0.2,CURRENT_TRACK_TYPE,40,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,64
diesel_Spain_RENFE_Class_334,8,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,2006,item_diesel_Spain_RENFE_Class_334,8,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),VEHICLE_NEVER_EXPIRES,string(str_diesel_Spain_RENFE_Class_334),1,3300,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,200,DEFAULT_SPRITE_ID,0.2,CURRENT_TRACK_TYPE,40,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,90
diesel_Sri_Lanka_Sri_Lanka_Railways_M2,6,,0,DEFAULT_BITMASK,CARGODEF_NONE,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,0,1954,item_diesel_Sri_Lanka_Sri_Lanka_Railways_M2,6,LOADINGSPEEDDEF_NONE,,bitmask(TRAIN_FLAG_2CC),45,string(str_diesel_Sri_Lanka_Sri_Lanka_Railways_M2),1,1425,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,112,DEFAULT_SPRITE_ID,0.24,CURRENT_TRACK_TYPE,40,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DIESEL, 0, DISABLE_WAGON_POWER)",,,79
