VEHIDCODE,FILENAMES_EXPECTED,SAVE_TO,VEHID_ID_CATEGORY,VEHID_ID,ENGLISH,WEB,IS_POWERED_UNPOWERED_SUNDRY,IS_WAGON_OR_COACH,TRACK_TYPES,PROPERTIES,FLAGS,GRAPHICS_PROPERTIES,ITEM,NAME,INTRODUCTION_YEAR,DUAL_HEADED,COUNTRY,COUNTRY_CODE,ENGINE_CLASS,CARGODEF,HEAD_CAPACITY,LENGTH,LOADINGSPEED,LOADINGSPEED_VALUE,MODEL_LIFE,PASSENGER,WEIGHT,POWER,SPEED,TE_STARTING_KN,TE_COEFFICIENT_CALC,TE_COEFFICIENT_MANUAL,TE_COEFFICIENT,VEHICLE_LIFE,WAGON_CAPACITY,WAGON_LENGTH,PURCHASE_CARGO_CAPACITY,REGION1,REGION2,REGION3,PURCHASECOST_VALUE,RUNNINGCOST_VALUE,COST_CAT,ROLE,IS_TURBINE,MISC_FLAGS_TRAIN_FLAG_2CC,MISC_FLAGS_TRAIN_FLAG_MU,MISC_FLAGS_TRAIN_FLAG_AUTOREFIT,VISUAL_EFFECT_1,VISUAL_EFFECT_2,VISUAL_EFFECT_3,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_OHLE,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_25KV,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_15KV,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_3KV,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_1500V,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_3RD,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_4TH,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_DUAL,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_NONE,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_OHLE,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_25KV,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_15KV,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_3KV,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_1500V,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_3RD,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_4TH,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_DUAL,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_NONE,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_OHLE,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_25KV,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_15KV,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_3KV,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_1500V,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_3RD,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_4TH,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_DUAL,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_NONE,TRACK_TYPE_MONO,TRACK_TYPE_MGLV,TRACK_TYPE_MTRO,CHECK_ANY_TT,PANTOGRAPH_POSITION,TEMPLATE_ID,TEMPLATE_AMENDMENT_CODE
steam_Netherlands_NRS_11,Netherlands_NRS_11,src\Steam,ID_RANGE_STEAM,4040,NRS 11/NS 1600,https://nl.wikipedia.org/wiki/NS_1600_(stoomlocomotief),False,False,True,True,True,True,item_steam_Netherlands_NRS_11,str_steam_Netherlands_NRS_11,1844,0,Netherlands,NL,STEAM,PASSENGERS,0,4,NONE,0,45,1,80.0,600,90,0.0,0.0,0.08,0.08,40,0,3,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,General Purpose,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_UK_GWR_Iron_DUKe_Class,UK_GWR_Iron_DUKe_Class,src\Steam,ID_RANGE_STEAM,4041,GWR Iron Duke,https://en.wikipedia.org/wiki/GWR_Iron_Duke_class,False,False,True,True,True,True,item_steam_UK_GWR_Iron_DUKe_Class,str_steam_UK_GWR_Iron_DUKe_Class,1846,0,United Kingdom,GB,STEAM,PASSENGERS,0,8,NONE,0,45,1,65.0,450,128,0.0,0.0,0.06,0.06,40,0,4,0,NORTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Express (Universal),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,TPL_03,A
steam_Australia_Sidney_Railway_Locomotive_No1,Australia_Sidney_Railway_Locomotive_No1,src\Steam,ID_RANGE_STEAM,4042,Sydney Railway Locomotive No.1,https://en.wikipedia.org/wiki/Locomotive_No._1,False,False,True,True,True,True,item_steam_Australia_Sidney_Railway_Locomotive_No1,str_steam_Australia_Sidney_Railway_Locomotive_No1,1855,0,Australia,AU,STEAM,PASSENGERS,0,5,NONE,0,45,1,45.0,160,55,40.0,0.09061048816400498,0.08,0.091,40,0,4,0,OCEANIA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Shunter (Freight),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_USA_Central_Pacific_4_2_2,USA_Central_Pacific_4_2_2,src\Steam,ID_RANGE_STEAM,4043,Central Pacific 4-2-2,https://en.wikipedia.org/wiki/Gov._Stanford,False,False,True,True,True,True,item_steam_USA_Central_Pacific_4_2_2,str_steam_USA_Central_Pacific_4_2_2,1863,0,United States,US,STEAM,PASSENGERS,0,5,NONE,0,45,1,45.0,126,65,34.6,0.0783780722618643,0.14,0.078,40,0,3,0,NORTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,General Purpose,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_Netherlands_NS_700,Netherlands_NS_700,src\Steam,ID_RANGE_STEAM,4044,NS 700,https://nl.wikipedia.org/wiki/NS_700_(stoomlocomotief),False,False,True,True,True,True,item_steam_Netherlands_NS_700,str_steam_Netherlands_NS_700,1865,0,Netherlands,NL,STEAM,PASSENGERS,0,5,NONE,0,45,1,49.0,320,90,0.0,0.0,0.07,0.07,40,0,3,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,General Purpose,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_South_Africa_Natal_Government_Railways_2_6_0T,South_Africa_Natal_Government_Railways_2_6_0T,src\Steam,ID_RANGE_STEAM,4045,Natal Government Railways 2-6-0T,https://en.wikipedia.org/wiki/NGR_Class_K_2-6-0T,False,False,True,True,True,True,item_steam_South_Africa_Natal_Government_Railways_2_6_0T,str_steam_South_Africa_Natal_Government_Railways_2_6_0T,1876,0,South Africa,ZA,STEAM,PASSENGERS,0,5,NONE,0,45,1,30.0,240,55,44.0,0.14950730547060823,0.17,0.15,40,0,0,0,AFRICA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Shunter (Freight),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,TPL_03,C
steam_Australia_NSWGR_Z25_Class,Australia_NSWGR_Z25_Class,src\Steam,ID_RANGE_STEAM,4046,NSWGR Z25,https://en.wikipedia.org/wiki/New_South_Wales_Z25_class_locomotive,False,False,True,True,True,True,item_steam_Australia_NSWGR_Z25_Class,str_steam_Australia_NSWGR_Z25_Class,1881,0,Australia,AU,STEAM,PASSENGERS,0,7,NONE,0,45,1,75.0,650,80,98.1,0.13333333333333333,0.14,0.133,40,0,4,0,OCEANIA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,General Purpose,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_Canada_Canadian_Pacific_374,Canada_Canadian_Pacific_374,src\Steam,ID_RANGE_STEAM,4047,Canadian Pacific 374,https://en.wikipedia.org/wiki/Canadian_Pacific_374,False,False,True,True,True,True,item_steam_Canada_Canadian_Pacific_374,str_steam_Canada_Canadian_Pacific_374,1886,0,Canada,CA,STEAM,PASSENGERS,0,6,NONE,0,45,1,82.0,380,80,67.0,0.08328982372392531,0.13,0.083,40,0,4,0,NORTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,General Purpose,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_South_Africa_PPR_35_tonner_4_6_0T,South_Africa_PPR_35_tonner_4_6_0T,src\Steam,ID_RANGE_STEAM,4072,PPR 35-tonner 4-6-0T,https://en.wikipedia.org/wiki/PPR_35_Tonner_4-6-0T_Portuguese,False,False,True,True,True,True,item_steam_South_Africa_PPR_35_tonner_4_6_0T,str_steam_South_Africa_PPR_35_tonner_4_6_0T,1887,0,South Africa,ZA,STEAM,PASSENGERS,0,5,NONE,0,45,1,36.0,220,60,41.6,0.11779363461320648,0.12,0.118,40,0,0,0,AFRICA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Shunter (Freight),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,TPL_03,C
steam_Spain_RENFE_Class_040,Spain_RENFE_Class_040,src\Steam,ID_RANGE_STEAM,4050,RENFE 040,https://es.wikipedia.org/wiki/Serie_040-2071_a_2090_de_Renfe,False,False,True,True,True,True,item_steam_Spain_RENFE_Class_040,str_steam_Spain_RENFE_Class_040,1891,0,Spain,ES,STEAM,PASSENGERS,0,6,NONE,0,45,1,88.5,750,55,118.0,0.13591573224600748,0.1,0.136,40,0,3,0,SOUTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Shunter (Freight),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,TPL_03,A
steam_Germany_Saxon_IV_K,Germany_Saxon_IV_K,src\Steam,ID_RANGE_STEAM,4051,Saxon IV K,https://de.wikipedia.org/wiki/S%C3%A4chsische_IV_K,False,False,True,True,True,True,item_steam_Germany_Saxon_IV_K,str_steam_Germany_Saxon_IV_K,1892,0,Germany,DE,STEAM,PASSENGERS,0,6,NONE,0,45,1,27.0,206,30,42.17,0.15921017857817044,0.14,0.159,40,0,0,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Shunter (Freight),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,TPL_03,C
steam_Germany_Prussian_S_3,Germany_Prussian_S_3,src\Steam,ID_RANGE_STEAM,4052,K.P.St.E. S 3,https://de.wikipedia.org/wiki/Preu%C3%9Fische_S_3,False,False,True,True,True,True,item_steam_Germany_Prussian_S_3,str_steam_Germany_Prussian_S_3,1893,0,Germany,DE,STEAM,PASSENGERS,0,7,NONE,0,45,1,50.5,580,100,64.0,0.12918723064967047,0.13,0.129,40,0,4,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,General Purpose,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_Norway_NSB_Class_XXI,Norway_NSB_Class_XXI,src\Steam,ID_RANGE_STEAM,4053,NSB XXI,https://no.wikipedia.org/wiki/NSB_type_21,False,False,True,True,True,True,item_steam_Norway_NSB_Class_XXI,str_steam_Norway_NSB_Class_XXI,1894,0,Norway,NO,STEAM,PASSENGERS,0,7,NONE,0,45,0,77.6,700,60,82.56,0.10845234717361835,0.17,0.108,40,0,0,0,NORTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Shunter (Freight),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,C
steam_USA_PRR_D16,USA_PRR_D16,src\Steam,ID_RANGE_STEAM,4054,PRR D16,https://en.wikipedia.org/wiki/Pennsylvania_Railroad_class_D16,False,False,True,True,True,True,item_steam_USA_PRR_D16,str_steam_USA_PRR_D16,1895,0,United States,US,STEAM,PASSENGERS,0,7,NONE,0,45,1,106.5,850,128,77.84,0.07450479294386776,0.17,0.075,40,0,4,0,NORTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Express (Universal),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_Netherlands_NS_8100,Netherlands_NS_8100,src\Steam,ID_RANGE_STEAM,4055,NS 8100,https://nl.wikipedia.org/wiki/NS_8100,False,False,True,True,True,True,item_steam_Netherlands_NS_8100,str_steam_Netherlands_NS_8100,1901,0,Netherlands,NL,STEAM,PASSENGERS,0,4,NONE,0,45,1,35.0,290,45,68.0,0.19804863841561088,0.14,0.198,40,0,0,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Shunter (Freight),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,C
steam_South_Africa_SAR_MD_Class,South_Africa_SAR_MD_Class,src\Steam,ID_RANGE_STEAM,4056,SAR MD 2-6-6-2,https://en.wikipedia.org/wiki/South_African_Class_MD_2-6-6-2,False,False,True,True,True,True,item_steam_South_Africa_SAR_MD_Class,str_steam_South_Africa_SAR_MD_Class,1910,0,South Africa,ZA,STEAM,PASSENGERS,0,8,NONE,0,45,1,159.9,1200,50,204.0,0.13005070064814972,0.2,0.13,40,0,5,0,AFRICA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Heavy Freight,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,TPL_03,A
steam_Angola_South_West_African_2_8_0,Angola_South_West_African_2_8_0,src\Steam,ID_RANGE_STEAM,4057,SWA 2-8-0 '8-Tender',https://en.wikipedia.org/wiki/South_West_African_2-8-0,False,False,True,True,True,True,item_steam_Angola_South_West_African_2_8_0,str_steam_Angola_South_West_African_2_8_0,1911,0,Angola,AO,STEAM,PASSENGERS,0,6,NONE,0,45,1,67.1,750,60,60.4,0.09175831103940595,0.09,0.092,40,0,4,0,AFRICA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Shunter (Freight),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,TPL_03,A
steam_UK_LNER_N7,UK_LNER_N7,src\Steam,ID_RANGE_STEAM,4058,LNER N7,https://en.wikipedia.org/wiki/GER_Class_L77,False,False,True,True,True,True,item_steam_UK_LNER_N7,str_steam_UK_LNER_N7,1915,0,United Kingdom,GB,STEAM,PASSENGERS,0,6,NONE,0,45,1,63.0,850,75,91.24,0.1476303739300681,0.14,0.148,40,0,0,0,NORTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,General Purpose,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,C
steam_Germany_Saxon_XX_HV,Germany_Saxon_XX_HV,src\Steam,ID_RANGE_STEAM,4059,Saxon XX HV,https://de.wikipedia.org/wiki/S%C3%A4chsische_XX_HV,False,False,True,True,True,True,item_steam_Germany_Saxon_XX_HV,str_steam_Germany_Saxon_XX_HV,1918,0,Germany,DE,STEAM,PASSENGERS,0,8,NONE,0,45,1,162.7,1780,115,112.0,0.07017161345214891,0.23,0.07,40,0,6,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Heavy Freight,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_Belgium_NMBS_Type_7,Belgium_NMBS_Type_7,src\Steam,ID_RANGE_STEAM,4060,NMBS Type 7,https://fr.wikipedia.org/wiki/Type_7_SNCB,False,False,True,True,True,True,item_steam_Belgium_NMBS_Type_7,str_steam_Belgium_NMBS_Type_7,1921,0,Belgium,BE,STEAM,PASSENGERS,0,8,NONE,0,45,1,133.0,1600,110,102.0,0.07817709411142536,0.12,0.078,40,0,4,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,General Purpose,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_Ireland_DSER_15,Ireland_DSER_15,src\Steam,ID_RANGE_STEAM,4061,DSER 15,https://en.wikipedia.org/wiki/DSER_15_and_16,False,False,True,True,True,True,item_steam_Ireland_DSER_15,str_steam_Ireland_DSER_15,1922,0,Ireland,IE,STEAM,PASSENGERS,0,7,NONE,0,45,0,84.0,550,120,101.8,0.12353769234503179,0.12,0.124,40,0,4,0,NORTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Express (Universal),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,TPL_03,A
steam_USA_Sierra_Railroad_28,USA_Sierra_Railroad_28,src\Steam,ID_RANGE_STEAM,4062,Sierra Railroad 28,https://en.wikipedia.org/wiki/Sierra_Railway_28,False,False,True,True,True,True,item_steam_USA_Sierra_Railroad_28,str_steam_USA_Sierra_Railroad_28,1922,0,United States,US,STEAM,PASSENGERS,0,6,NONE,0,45,1,105.0,850,65,136.8,0.13280908693752733,0.21,0.133,40,0,4,0,NORTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,General Purpose,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_Canada_CN_U_1_Class,Canada_CN_U_1_Class,src\Steam,ID_RANGE_STEAM,4063,Canadian National U-1-a ,https://en.wikipedia.org/wiki/CN_U-1-a_and_U-1-b,False,False,True,True,True,True,item_steam_Canada_CN_U_1_Class,str_steam_Canada_CN_U_1_Class,1923,0,Canada,CA,STEAM,PASSENGERS,0,8,NONE,0,45,1,273.0,3200,130,220.6,0.08237090805898145,0.08,0.082,40,0,6,0,NORTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Express (Universal),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_India_Indian_Railways_XB_Class,India_Indian_Railways_XB_Class,src\Steam,ID_RANGE_STEAM,4064,Indian Railways XB,https://en.wikipedia.org/wiki/Indian_locomotive_class_XB,False,False,True,True,True,True,item_steam_India_Indian_Railways_XB_Class,str_steam_India_Indian_Railways_XB_Class,1927,0,India,IN,STEAM,PASSENGERS,0,8,NONE,0,45,1,162.5,2150,110,119.03,0.07466792127342586,0.08,0.075,40,0,7,0,ASIA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Heavy Freight,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,TPL_03,A
steam_Iraq_Iraqi_State_Railways_PC_Class,Iraq_Iraqi_State_Railways_PC_Class,src\Steam,ID_RANGE_STEAM,4065,Iraqi State Railways PC,https://en.wikipedia.org/wiki/Iraqi_State_Railways_PC_class,False,False,True,True,True,True,item_steam_Iraq_Iraqi_State_Railways_PC_Class,str_steam_Iraq_Iraqi_State_Railways_PC_Class,1940,0,Iraq,IQ,STEAM,PASSENGERS,0,8,NONE,0,45,1,162.0,1640,110,0.0,0.0,0.08,0.08,40,0,6,0,ASIA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Heavy Freight,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_Egypt_ENR_1100,Egypt_ENR_1100,src\Steam,ID_RANGE_STEAM,4066,ENR 1100 (LMS Fowler 3F / WD 0-6-0T),,False,False,True,True,True,True,item_steam_Egypt_ENR_1100,str_steam_Egypt_ENR_1100,1942,0,Egypt,EG,STEAM,PASSENGERS,0,6,NONE,0,45,1,46.0,560,65,92.68,0.20538049018304302,0.22,0.205,40,0,0,0,AFRICA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,General Purpose,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,C
steam_UK_GWR_1600_Class,UK_GWR_1600_Class,src\Steam,ID_RANGE_STEAM,4068,GWR 1600,https://en.wikipedia.org/wiki/GWR_1600_Class,False,False,True,True,True,True,item_steam_UK_GWR_1600_Class,str_steam_UK_GWR_1600_Class,1949,0,United Kingdom,GB,STEAM,PASSENGERS,0,6,NONE,0,45,0,41.6,500,65,82.36,0.20181525915470866,0.2,0.202,40,0,0,0,NORTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,General Purpose,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,C
steam_Australia_Victorian_Railways_R_Class,Australia_Victorian_Railways_R_Class,src\Steam,ID_RANGE_STEAM,4069,Victorian Railways R,https://en.wikipedia.org/wiki/Victorian_Railways_R_class,False,False,True,True,True,True,item_steam_Australia_Victorian_Railways_R_Class,str_steam_Australia_Victorian_Railways_R_Class,1951,0,Australia,AU,STEAM,PASSENGERS,0,8,NONE,0,45,1,188.3,2400,130,142.7,0.0772510952927719,0.07,0.077,40,0,5,0,OCEANIA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Express (Universal),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,TPL_03,A
steam_Germany_DB_9977_79,Germany_DB_9977_79,src\Steam,ID_RANGE_STEAM,4070,DB 99.77-79,https://en.wikipedia.org/wiki/DR_Class_99.77-79,False,False,True,True,True,True,item_steam_Germany_DB_9977_79,str_steam_Germany_DB_9977_79,1952,0,East Germany,GDR,STEAM,PASSENGERS,0,7,NONE,0,45,1,55.0,592,30,83.35,0.15448058567324618,0.2,0.154,40,0,0,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Shunter (Freight),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,TPL_03,C
steam_Germany_DB_18_201,Germany_DB_18_201,src\Steam,ID_RANGE_STEAM,4071,DR 18 201,https://en.wikipedia.org/wiki/DR_18_201,False,False,True,True,True,True,item_steam_Germany_DB_18_201,str_steam_Germany_DB_18_201,1961,0,East Germany,GDR,STEAM,PASSENGERS,0,8,NONE,0,45,1,172.0,2120,182,0.0,0.0,0.06,0.06,40,0,6,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Express (Universal),False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
steam_New_Zealand_NZR_WAB,New_Zealand_NZR_WAB,src\Steam,ID_RANGE_STEAM,4090,NZR WAB,https://en.wikipedia.org/wiki/NZR_WAB_class,False,False,True,True,True,True,item_steam_New_Zealand_NZR_WAB,str_steam_New_Zealand_NZR_WAB,1923,0,New Zealand,NZ,STEAM,NONE,0,6,COMMUTER,40,45,1,74.0,1000,97,99.0,0.13637490701710883,0.14,0.136,40,0,0,0,OCEANIA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Light Freight,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,TPL_03,E
steam_Australia_NSWGR_D57,Australia_NSWGR_D57,src\Steam,ID_RANGE_STEAM,4095,NSWGR D57,https://en.wikipedia.org/wiki/New_South_Wales_D57_class_locomotive,False,False,True,True,True,True,item_steam_Australia_NSWGR_D57,str_steam_Australia_NSWGR_D57,1929,0,Australia,AU,STEAM,NONE,0,8,COMMUTER,40,45,1,231.0,2800,80,289.1,0.1275754486763661,0.12,0.128,40,0,5,0,OCEANIA,NO_REGION,NO_CONCEPT,PURCHASECOST_STEAMENGINE_VALUE,RUNNINGCOST_STEAMENGINE_VALUE,STEAMENGINE,Heavy Freight,False,True,,,STEAM,0,DISABLE_WAGON_POWER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,TPL_03,A
